head,relation,tail
C2931317,synergistic interaction,C0018099
C0019655,synergistic interaction,C0018099
C0153465,synergistic interaction,C0018099
C0036220,synergistic interaction,C0018099
C0349557,synergistic interaction,C0018099
C0376358,synergistic interaction,C0018099
C0153594,synergistic interaction,C0018099
C0007115,synergistic interaction,C0018099
C0023418,synergistic interaction,C0018099
C0010308,synergistic interaction,C0018099
C0040147,synergistic interaction,C0018099
C0154199,synergistic interaction,C0018099
C0042842,synergistic interaction,C0018099
C0036474,synergistic interaction,C0018099
C5886841,synergistic interaction,C0018099
C0021053,synergistic interaction,C0018099
C0002881,synergistic interaction,C0018099
C0005779,synergistic interaction,C0018099
C3714756,synergistic interaction,C0018099
C0729584,synergistic interaction,C0018099
C0015464,synergistic interaction,C0018099
C0154747,synergistic interaction,C0018099
C0456909,synergistic interaction,C0018099
C0155388,synergistic interaction,C0018099
C0035436,synergistic interaction,C0018099
C0085580,synergistic interaction,C0018099
C0152105,synergistic interaction,C0018099
C0155671,synergistic interaction,C0018099
C0155686,synergistic interaction,C0018099
C0038525,synergistic interaction,C0018099
C0007787,synergistic interaction,C0018099
C0004153,synergistic interaction,C0018099
C0155773,synergistic interaction,C0018099
C0020649,synergistic interaction,C0018099
C0037199,synergistic interaction,C0018099
C2607914,synergistic interaction,C0018099
C0032310,synergistic interaction,C0018099
C0006277,synergistic interaction,C0018099
C0034067,synergistic interaction,C0018099
C0004096,synergistic interaction,C0018099
C0003165,synergistic interaction,C0018099
C0003949,synergistic interaction,C0018099
C0037118,synergistic interaction,C0018099
C0175999,synergistic interaction,C0018099
C0030920,synergistic interaction,C0018099
C0267532,synergistic interaction,C0018099
C0021831,synergistic interaction,C0018099
C0021831,synergistic interaction,C0018099
C0035078,synergistic interaction,C0018099
C0020295,synergistic interaction,C0018099
C1135868,synergistic interaction,C0018099
C0020217,synergistic interaction,C0018099
C0032987,synergistic interaction,C0018099
C0020224,synergistic interaction,C0018099
C0024205,synergistic interaction,C0018099
C0021099,synergistic interaction,C0018099
C0014747,synergistic interaction,C0018099
C0152087,synergistic interaction,C0018099
C0004364,synergistic interaction,C0018099
C0497552,synergistic interaction,C0018099
C0008354,synergistic interaction,C0038525
C0002438,synergistic interaction,C0038525
C0035934,synergistic interaction,C0038525
C5680507,synergistic interaction,C0038525
C0041324,synergistic interaction,C0038525
C0175695,synergistic interaction,C0038525
C0270911,synergistic interaction,C0038525
C0393814,synergistic interaction,C0038525
C0014733,synergistic interaction,C0038525
C0019348,synergistic interaction,C0038525
C0025007,synergistic interaction,C0038525
C0041471,synergistic interaction,C0038525
C4749920,synergistic interaction,C0038525
C0041227,synergistic interaction,C0038525
C2931317,synergistic interaction,C0038525
C0019655,synergistic interaction,C0038525
C0153465,synergistic interaction,C0038525
C0036220,synergistic interaction,C0038525
C0349557,synergistic interaction,C0038525
C0376358,synergistic interaction,C0038525
C0153594,synergistic interaction,C0038525
C0007115,synergistic interaction,C0038525
C0023418,synergistic interaction,C0038525
C0010308,synergistic interaction,C0038525
C0040147,synergistic interaction,C0038525
C0154199,synergistic interaction,C0038525
C0042842,synergistic interaction,C0038525
C0036474,synergistic interaction,C0038525
C5886841,synergistic interaction,C0038525
C0018099,synergistic interaction,C0038525
C0021053,synergistic interaction,C0038525
C0002881,synergistic interaction,C0038525
C0005779,synergistic interaction,C0038525
C3714756,synergistic interaction,C0038525
C0729584,synergistic interaction,C0038525
C0015464,synergistic interaction,C0038525
C0154747,synergistic interaction,C0038525
C0456909,synergistic interaction,C0038525
C0155388,synergistic interaction,C0038525
C0035436,synergistic interaction,C0038525
C0085580,synergistic interaction,C0038525
C0152105,synergistic interaction,C0038525
C0155671,synergistic interaction,C0038525
C0155686,synergistic interaction,C0038525
C0007787,synergistic interaction,C0038525
C0004153,synergistic interaction,C0038525
C0155773,synergistic interaction,C0038525
C0020649,synergistic interaction,C0038525
C0037199,synergistic interaction,C0038525
C2607914,synergistic interaction,C0038525
C0032310,synergistic interaction,C0038525
C0006277,synergistic interaction,C0038525
C0034067,synergistic interaction,C0038525
C0004096,synergistic interaction,C0038525
C0003165,synergistic interaction,C0038525
C0003949,synergistic interaction,C0038525
C0037118,synergistic interaction,C0038525
C0175999,synergistic interaction,C0038525
C0030920,synergistic interaction,C0038525
C0267532,synergistic interaction,C0038525
C0021831,synergistic interaction,C0038525
C0021831,synergistic interaction,C0038525
C0027726,synergistic interaction,C0038525
C0035078,synergistic interaction,C0038525
C0020295,synergistic interaction,C0038525
C1135868,synergistic interaction,C0038525
C0020217,synergistic interaction,C0038525
C0032987,synergistic interaction,C0038525
C0020224,synergistic interaction,C0038525
C0024205,synergistic interaction,C0038525
C0021099,synergistic interaction,C0038525
C0014747,synergistic interaction,C0038525
C0152087,synergistic interaction,C0038525
C0004364,synergistic interaction,C0038525
C0497552,synergistic interaction,C0038525
C0008354,synergistic interaction,C0004096
C0002438,synergistic interaction,C0004096
C0035934,synergistic interaction,C0004096
C5680507,synergistic interaction,C0004096
C0041324,synergistic interaction,C0004096
C0175695,synergistic interaction,C0004096
C0270911,synergistic interaction,C0004096
C0393814,synergistic interaction,C0004096
C0014733,synergistic interaction,C0004096
C0019348,synergistic interaction,C0004096
C0025007,synergistic interaction,C0004096
C0041471,synergistic interaction,C0004096
C4749920,synergistic interaction,C0004096
C0041227,synergistic interaction,C0004096
C2931317,synergistic interaction,C0004096
C0019655,synergistic interaction,C0004096
C0153465,synergistic interaction,C0004096
C0036220,synergistic interaction,C0004096
C0349557,synergistic interaction,C0004096
C0376358,synergistic interaction,C0004096
C0153594,synergistic interaction,C0004096
C0007115,synergistic interaction,C0004096
C0023418,synergistic interaction,C0004096
C0010308,synergistic interaction,C0004096
C0040147,synergistic interaction,C0004096
C4025822,synergistic interaction,C0004096
C0154199,synergistic interaction,C0004096
C0042842,synergistic interaction,C0004096
C0036474,synergistic interaction,C0004096
C5886841,synergistic interaction,C0004096
C0018099,synergistic interaction,C0004096
C0021053,synergistic interaction,C0004096
C0002881,synergistic interaction,C0004096
C0005779,synergistic interaction,C0004096
C3714756,synergistic interaction,C0004096
C0729584,synergistic interaction,C0004096
C0014544,synergistic interaction,C0004096
C0015464,synergistic interaction,C0004096
C0154747,synergistic interaction,C0004096
C0017601,synergistic interaction,C0004096
C0456909,synergistic interaction,C0004096
C0155388,synergistic interaction,C0004096
C0035436,synergistic interaction,C0004096
C0085580,synergistic interaction,C0004096
C0152105,synergistic interaction,C0004096
C0155671,synergistic interaction,C0004096
C0155686,synergistic interaction,C0004096
C0038525,synergistic interaction,C0004096
C0007787,synergistic interaction,C0004096
C0004153,synergistic interaction,C0004096
C0155773,synergistic interaction,C0004096
C0020649,synergistic interaction,C0004096
C0037199,synergistic interaction,C0004096
C0001361,synergistic interaction,C0004096
C2607914,synergistic interaction,C0004096
C0032310,synergistic interaction,C0004096
C0006277,synergistic interaction,C0004096
C0034067,synergistic interaction,C0004096
C0002390,synergistic interaction,C0004096
C0003165,synergistic interaction,C0004096
C0003949,synergistic interaction,C0004096
C0037118,synergistic interaction,C0004096
C0175999,synergistic interaction,C0004096
C0013295,synergistic interaction,C0004096
C0030920,synergistic interaction,C0004096
C0267532,synergistic interaction,C0004096
C0021831,synergistic interaction,C0004096
C0021831,synergistic interaction,C0004096
C0035078,synergistic interaction,C0004096
C0020295,synergistic interaction,C0004096
C0010692,synergistic interaction,C0004096
C0014175,synergistic interaction,C0004096
C1135868,synergistic interaction,C0004096
C0020217,synergistic interaction,C0004096
C0032987,synergistic interaction,C0004096
C0020224,synergistic interaction,C0004096
C0024205,synergistic interaction,C0004096
C0021099,synergistic interaction,C0004096
C0014747,synergistic interaction,C0004096
C0023643,synergistic interaction,C0004096
C0152087,synergistic interaction,C0004096
C0004364,synergistic interaction,C0004096
C0080178,synergistic interaction,C0004096
C0497552,synergistic interaction,C0004096
C0008354,synergistic interaction,C0154199
C0002438,synergistic interaction,C0154199
C0035934,synergistic interaction,C0154199
C5680507,synergistic interaction,C0154199
C0041324,synergistic interaction,C0154199
C0175695,synergistic interaction,C0154199
C0270911,synergistic interaction,C0154199
C0393814,synergistic interaction,C0154199
C0014733,synergistic interaction,C0154199
C0019693,synergistic interaction,C0154199
C1863052,synergistic interaction,C0154199
C0019348,synergistic interaction,C0154199
C0025007,synergistic interaction,C0154199
C0041471,synergistic interaction,C0154199
C4749920,synergistic interaction,C0154199
C0041227,synergistic interaction,C0154199
C2931317,synergistic interaction,C0154199
C0019655,synergistic interaction,C0154199
C0153465,synergistic interaction,C0154199
C0036220,synergistic interaction,C0154199
C0349557,synergistic interaction,C0154199
C0699889,synergistic interaction,C0154199
C0376358,synergistic interaction,C0154199
C0153594,synergistic interaction,C0154199
C0005684,synergistic interaction,C0154199
C0153633,synergistic interaction,C0154199
C0007115,synergistic interaction,C0154199
C0023448,synergistic interaction,C0154199
C0023418,synergistic interaction,C0154199
C0023418,synergistic interaction,C0154199
C0023798,synergistic interaction,C0154199
C0154073,synergistic interaction,C0154199
C0010308,synergistic interaction,C0154199
C0040147,synergistic interaction,C0154199
C4025822,synergistic interaction,C0154199
C4021794,synergistic interaction,C0154199
C0042842,synergistic interaction,C0154199
C0036474,synergistic interaction,C0154199
C5886841,synergistic interaction,C0154199
C0018099,synergistic interaction,C0154199
C0021053,synergistic interaction,C0154199
C0002881,synergistic interaction,C0154199
C0005779,synergistic interaction,C0154199
C1510472,synergistic interaction,C0154199
C0001546,synergistic interaction,C0154199
C0011581,synergistic interaction,C0154199
C3714756,synergistic interaction,C0154199
C0085437,synergistic interaction,C0154199
C0729584,synergistic interaction,C0154199
C0014544,synergistic interaction,C0154199
C0015464,synergistic interaction,C0154199
C0154747,synergistic interaction,C0154199
C0017601,synergistic interaction,C0154199
C0456909,synergistic interaction,C0154199
C0022904,synergistic interaction,C0154199
C0155388,synergistic interaction,C0154199
C0035436,synergistic interaction,C0154199
C0085580,synergistic interaction,C0154199
C0152105,synergistic interaction,C0154199
C0155671,synergistic interaction,C0154199
C0155686,synergistic interaction,C0154199
C0038525,synergistic interaction,C0154199
C0265090,synergistic interaction,C0154199
C0007787,synergistic interaction,C0154199
C0004153,synergistic interaction,C0154199
C0155773,synergistic interaction,C0154199
C0235522,synergistic interaction,C0154199
C0020649,synergistic interaction,C0154199
C0037199,synergistic interaction,C0154199
C2607914,synergistic interaction,C0154199
C0032310,synergistic interaction,C0154199
C0032285,synergistic interaction,C0154199
C0006285,synergistic interaction,C0154199
C0006277,synergistic interaction,C0154199
C0034067,synergistic interaction,C0154199
C0004096,synergistic interaction,C0154199
C0002390,synergistic interaction,C0154199
C0003165,synergistic interaction,C0154199
C0003949,synergistic interaction,C0154199
C0037118,synergistic interaction,C0154199
C0264439,synergistic interaction,C0154199
C0175999,synergistic interaction,C0154199
C0014852,synergistic interaction,C0154199
C0038358,synergistic interaction,C0154199
C0030920,synergistic interaction,C0154199
C0003615,synergistic interaction,C0154199
C0267532,synergistic interaction,C0154199
C0021831,synergistic interaction,C0154199
C0021831,synergistic interaction,C0154199
C0019158,synergistic interaction,C0154199
C0021831,synergistic interaction,C0154199
C0027726,synergistic interaction,C0154199
C0035078,synergistic interaction,C0154199
C0021313,synergistic interaction,C0154199
C0020295,synergistic interaction,C0154199
C0156264,synergistic interaction,C0154199
C0010692,synergistic interaction,C0154199
C0149881,synergistic interaction,C0154199
C0021364,synergistic interaction,C0154199
C0020217,synergistic interaction,C0154199
C0032987,synergistic interaction,C0154199
C0020224,synergistic interaction,C0154199
C0024205,synergistic interaction,C0154199
C0021099,synergistic interaction,C0154199
C0014747,synergistic interaction,C0154199
C0033860,synergistic interaction,C0154199
C0027339,synergistic interaction,C0154199
C0152087,synergistic interaction,C0154199
C0497552,synergistic interaction,C0154199
C0014761,synergistic interaction,C0154199
C0008354,synergistic interaction,C0023418
C0002438,synergistic interaction,C0023418
C0035934,synergistic interaction,C0023418
C5680507,synergistic interaction,C0023418
C0041324,synergistic interaction,C0023418
C0270911,synergistic interaction,C0023418
C0393814,synergistic interaction,C0023418
C4706258,synergistic interaction,C0023418
C0019348,synergistic interaction,C0023418
C0025007,synergistic interaction,C0023418
C0795917,synergistic interaction,C0023418
C0041227,synergistic interaction,C0023418
C2931317,synergistic interaction,C0023418
C0153494,synergistic interaction,C0023418
C0036220,synergistic interaction,C0023418
C4048328,synergistic interaction,C0023418
C0699889,synergistic interaction,C0023418
C0153594,synergistic interaction,C0023418
C0005684,synergistic interaction,C0023418
C0153633,synergistic interaction,C0023418
C0006826,synergistic interaction,C0023418
C0023448,synergistic interaction,C0023418
C0023418,synergistic interaction,C0023418
C0042133,synergistic interaction,C0023418
C0010308,synergistic interaction,C0023418
C0040147,synergistic interaction,C0023418
C4025822,synergistic interaction,C0023418
C0154199,synergistic interaction,C0023418
C4021794,synergistic interaction,C0023418
C0086588,synergistic interaction,C0023418
C0042842,synergistic interaction,C0023418
C5886841,synergistic interaction,C0023418
C0001546,synergistic interaction,C0023418
C0085437,synergistic interaction,C0023418
C0149931,synergistic interaction,C0023418
C0154741,synergistic interaction,C0023418
C0027868,synergistic interaction,C0023418
C0017601,synergistic interaction,C0023418
C0086543,synergistic interaction,C0023418
C0022568,synergistic interaction,C0023418
C0035436,synergistic interaction,C0023418
C0155561,synergistic interaction,C0023418
C0026265,synergistic interaction,C0023418
C0155616,synergistic interaction,C0023418
C0007222,synergistic interaction,C0023418
C0265090,synergistic interaction,C0023418
C0028790,synergistic interaction,C0023418
C0007787,synergistic interaction,C0023418
C0155765,synergistic interaction,C0023418
C0020649,synergistic interaction,C0023418
C0031350,synergistic interaction,C0023418
C2607914,synergistic interaction,C0023418
C0155862,synergistic interaction,C0023418
C0006285,synergistic interaction,C0023418
C0021400,synergistic interaction,C0023418
C0002390,synergistic interaction,C0023418
C0003949,synergistic interaction,C0023418
C0037118,synergistic interaction,C0023418
C0264439,synergistic interaction,C0023418
C0014852,synergistic interaction,C0023418
C0038358,synergistic interaction,C0023418
C0030920,synergistic interaction,C0023418
C0003615,synergistic interaction,C0023418
C0009324,synergistic interaction,C0023418
C0021831,synergistic interaction,C0023418
C0021831,synergistic interaction,C0023418
C0019158,synergistic interaction,C0023418
C0021831,synergistic interaction,C0023418
C0027726,synergistic interaction,C0023418
C0021313,synergistic interaction,C0023418
C0020295,synergistic interaction,C0023418
C0149881,synergistic interaction,C0023418
C0157540,synergistic interaction,C0023418
C0024205,synergistic interaction,C0023418
C0014747,synergistic interaction,C0023418
C0011615,synergistic interaction,C0023418
C0033860,synergistic interaction,C0023418
C0023643,synergistic interaction,C0023418
C0262643,synergistic interaction,C0023418
C0016202,synergistic interaction,C0023418
C0080178,synergistic interaction,C0023418
C0014761,synergistic interaction,C0023418
C0008354,synergistic interaction,C0006826
C0002438,synergistic interaction,C0006826
C0035934,synergistic interaction,C0006826
C5680507,synergistic interaction,C0006826
C0041324,synergistic interaction,C0006826
C0270911,synergistic interaction,C0006826
C0393814,synergistic interaction,C0006826
C4706258,synergistic interaction,C0006826
C0019348,synergistic interaction,C0006826
C0025007,synergistic interaction,C0006826
C0795917,synergistic interaction,C0006826
C0041227,synergistic interaction,C0006826
C2931317,synergistic interaction,C0006826
C0036220,synergistic interaction,C0006826
C4048328,synergistic interaction,C0006826
C0153594,synergistic interaction,C0006826
C0005684,synergistic interaction,C0006826
C0153633,synergistic interaction,C0006826
C0007115,synergistic interaction,C0006826
C0023448,synergistic interaction,C0006826
C0023418,synergistic interaction,C0006826
C0023418,synergistic interaction,C0006826
C0023798,synergistic interaction,C0006826
C0042133,synergistic interaction,C0006826
C0010308,synergistic interaction,C0006826
C0040147,synergistic interaction,C0006826
C0011849,synergistic interaction,C0006826
C4025822,synergistic interaction,C0006826
C4021794,synergistic interaction,C0006826
C0086588,synergistic interaction,C0006826
C0042842,synergistic interaction,C0006826
C5886841,synergistic interaction,C0006826
C0021053,synergistic interaction,C0006826
C0005779,synergistic interaction,C0006826
C0036341,synergistic interaction,C0006826
C0001546,synergistic interaction,C0006826
C0085437,synergistic interaction,C0006826
C0154681,synergistic interaction,C0006826
C0014544,synergistic interaction,C0006826
C0149931,synergistic interaction,C0006826
C0154741,synergistic interaction,C0006826
C0027868,synergistic interaction,C0006826
C0017601,synergistic interaction,C0006826
C0086543,synergistic interaction,C0006826
C0022568,synergistic interaction,C0006826
C0035436,synergistic interaction,C0006826
C0155561,synergistic interaction,C0006826
C0026265,synergistic interaction,C0006826
C0085580,synergistic interaction,C0006826
C0152105,synergistic interaction,C0006826
C0155616,synergistic interaction,C0006826
C0007222,synergistic interaction,C0006826
C0265090,synergistic interaction,C0006826
C0028790,synergistic interaction,C0006826
C0019112,synergistic interaction,C0006826
C0020649,synergistic interaction,C0006826
C0031350,synergistic interaction,C0006826
C2607914,synergistic interaction,C0006826
C0155862,synergistic interaction,C0006826
C0021400,synergistic interaction,C0006826
C0006277,synergistic interaction,C0006826
C0003949,synergistic interaction,C0006826
C0037118,synergistic interaction,C0006826
C0264439,synergistic interaction,C0006826
C0014852,synergistic interaction,C0006826
C0038358,synergistic interaction,C0006826
C0003615,synergistic interaction,C0006826
C0009324,synergistic interaction,C0006826
C0021831,synergistic interaction,C0006826
C0021831,synergistic interaction,C0006826
C0019158,synergistic interaction,C0006826
C0021831,synergistic interaction,C0006826
C0027726,synergistic interaction,C0006826
C0035078,synergistic interaction,C0006826
C0021313,synergistic interaction,C0006826
C0149881,synergistic interaction,C0006826
C0157540,synergistic interaction,C0006826
C0024205,synergistic interaction,C0006826
C0011615,synergistic interaction,C0006826
C0033860,synergistic interaction,C0006826
C0023643,synergistic interaction,C0006826
C0262643,synergistic interaction,C0006826
C0016202,synergistic interaction,C0006826
C0080178,synergistic interaction,C0006826
C0497552,synergistic interaction,C0006826
C0014761,synergistic interaction,C0006826
C0008354,synergistic interaction,C0154073
C0002438,synergistic interaction,C0154073
C0035934,synergistic interaction,C0154073
C0795864,synergistic interaction,C0154073
C0041327,synergistic interaction,C0154073
C5680507,synergistic interaction,C0154073
C0041324,synergistic interaction,C0154073
C0175695,synergistic interaction,C0154073
C0041321,synergistic interaction,C0154073
C0003175,synergistic interaction,C0154073
C0270911,synergistic interaction,C0154073
C0023343,synergistic interaction,C0154073
C0393814,synergistic interaction,C0154073
C0043167,synergistic interaction,C0154073
C0036285,synergistic interaction,C0154073
C0014733,synergistic interaction,C0154073
C2931019,synergistic interaction,C0154073
C0431693,synergistic interaction,C0154073
C0032580,synergistic interaction,C0154073
C0019348,synergistic interaction,C0154073
C0025007,synergistic interaction,C0154073
C0035920,synergistic interaction,C0154073
C3150858,synergistic interaction,C0154073
C0034494,synergistic interaction,C0154073
C0029291,synergistic interaction,C0154073
C4518821,synergistic interaction,C0154073
C0041471,synergistic interaction,C0154073
C4749920,synergistic interaction,C0154073
C0041227,synergistic interaction,C0154073
C0035021,synergistic interaction,C0154073
C2931317,synergistic interaction,C0154073
C0019655,synergistic interaction,C0154073
C0153382,synergistic interaction,C0154073
C0007102,synergistic interaction,C0154073
C0153465,synergistic interaction,C0154073
C0036220,synergistic interaction,C0154073
C4048328,synergistic interaction,C0154073
C0349557,synergistic interaction,C0154073
C0699889,synergistic interaction,C0154073
C0376358,synergistic interaction,C0154073
C0153594,synergistic interaction,C0154073
C0005684,synergistic interaction,C0154073
C0007115,synergistic interaction,C0154073
C0023448,synergistic interaction,C0154073
C0023418,synergistic interaction,C0154073
C0206754,synergistic interaction,C0154073
C0023798,synergistic interaction,C0154073
C0346156,synergistic interaction,C0154073
C0007855,synergistic interaction,C0154073
C0154038,synergistic interaction,C0154073
C0040156,synergistic interaction,C0154073
C0010308,synergistic interaction,C0154073
C0040147,synergistic interaction,C0154073
C0154199,synergistic interaction,C0154073
C0042842,synergistic interaction,C0154073
C0042870,synergistic interaction,C0154073
C5886841,synergistic interaction,C0154073
C0021053,synergistic interaction,C0154073
C0005779,synergistic interaction,C0154073
C0023510,synergistic interaction,C0154073
C0036341,synergistic interaction,C0154073
C0001546,synergistic interaction,C0154073
C3714756,synergistic interaction,C0154073
C0729584,synergistic interaction,C0154073
C0030567,synergistic interaction,C0154073
C0154681,synergistic interaction,C0154073
C0026769,synergistic interaction,C0154073
C0015464,synergistic interaction,C0154073
C0751941,synergistic interaction,C0154073
C0154741,synergistic interaction,C0154073
C0154747,synergistic interaction,C0154073
C0086543,synergistic interaction,C0154073
C0456909,synergistic interaction,C0154073
C0022904,synergistic interaction,C0154073
C0029182,synergistic interaction,C0154073
C0155388,synergistic interaction,C0154073
C0029899,synergistic interaction,C0154073
C0035436,synergistic interaction,C0154073
C0155561,synergistic interaction,C0154073
C0026265,synergistic interaction,C0154073
C0085580,synergistic interaction,C0154073
C0152105,synergistic interaction,C0154073
C0155671,synergistic interaction,C0154073
C0155686,synergistic interaction,C0154073
C0007222,synergistic interaction,C0154073
C0018801,synergistic interaction,C0154073
C0028790,synergistic interaction,C0154073
C0007787,synergistic interaction,C0154073
C0004153,synergistic interaction,C0154073
C0149649,synergistic interaction,C0154073
C0020649,synergistic interaction,C0154073
C0037199,synergistic interaction,C0154073
C0031350,synergistic interaction,C0154073
C0001361,synergistic interaction,C0154073
C0031350,synergistic interaction,C0154073
C2607914,synergistic interaction,C0154073
C0032310,synergistic interaction,C0154073
C0032285,synergistic interaction,C0154073
C0032285,synergistic interaction,C0154073
C0006277,synergistic interaction,C0154073
C0008677,synergistic interaction,C0154073
C0034067,synergistic interaction,C0154073
C0002390,synergistic interaction,C0154073
C0024117,synergistic interaction,C0154073
C0003165,synergistic interaction,C0154073
C0003949,synergistic interaction,C0154073
C0037118,synergistic interaction,C0154073
C0032273,synergistic interaction,C0154073
C0035204,synergistic interaction,C0154073
C0175999,synergistic interaction,C0154073
C0035204,synergistic interaction,C0154073
C0035204,synergistic interaction,C0154073
C0038358,synergistic interaction,C0154073
C0030920,synergistic interaction,C0154073
C0267532,synergistic interaction,C0154073
C0021831,synergistic interaction,C0154073
C0021831,synergistic interaction,C0154073
C0019158,synergistic interaction,C0154073
C0021831,synergistic interaction,C0154073
C0027726,synergistic interaction,C0154073
C0035078,synergistic interaction,C0154073
C0021313,synergistic interaction,C0154073
C0020295,synergistic interaction,C0154073
C0156264,synergistic interaction,C0154073
C0033581,synergistic interaction,C0154073
C0021364,synergistic interaction,C0154073
C0020217,synergistic interaction,C0154073
C0032987,synergistic interaction,C0154073
C0020224,synergistic interaction,C0154073
C0024205,synergistic interaction,C0154073
C0014747,synergistic interaction,C0154073
C0011615,synergistic interaction,C0154073
C0023643,synergistic interaction,C0154073
C0027339,synergistic interaction,C0154073
C0042109,synergistic interaction,C0154073
C0152087,synergistic interaction,C0154073
C0032533,synergistic interaction,C0154073
C0016202,synergistic interaction,C0154073
C0080178,synergistic interaction,C0154073
C0497552,synergistic interaction,C0154073
C0014761,synergistic interaction,C0154073
C0008354,synergistic interaction,C0021364
C0002438,synergistic interaction,C0021364
C0035934,synergistic interaction,C0021364
C0795864,synergistic interaction,C0021364
C0041327,synergistic interaction,C0021364
C5680507,synergistic interaction,C0021364
C0041324,synergistic interaction,C0021364
C0175695,synergistic interaction,C0021364
C0041321,synergistic interaction,C0021364
C0003175,synergistic interaction,C0021364
C0270911,synergistic interaction,C0021364
C0023343,synergistic interaction,C0021364
C0393814,synergistic interaction,C0021364
C0043167,synergistic interaction,C0021364
C0036285,synergistic interaction,C0021364
C0014733,synergistic interaction,C0021364
C2931019,synergistic interaction,C0021364
C0431693,synergistic interaction,C0021364
C0032580,synergistic interaction,C0021364
C0019348,synergistic interaction,C0021364
C0025007,synergistic interaction,C0021364
C0035920,synergistic interaction,C0021364
C3150858,synergistic interaction,C0021364
C0034494,synergistic interaction,C0021364
C0029291,synergistic interaction,C0021364
C4518821,synergistic interaction,C0021364
C0041471,synergistic interaction,C0021364
C4749920,synergistic interaction,C0021364
C0041227,synergistic interaction,C0021364
C0035021,synergistic interaction,C0021364
C2931317,synergistic interaction,C0021364
C0019655,synergistic interaction,C0021364
C0153382,synergistic interaction,C0021364
C0007102,synergistic interaction,C0021364
C0153465,synergistic interaction,C0021364
C0036220,synergistic interaction,C0021364
C4048328,synergistic interaction,C0021364
C0349557,synergistic interaction,C0021364
C0699889,synergistic interaction,C0021364
C0376358,synergistic interaction,C0021364
C0153594,synergistic interaction,C0021364
C0005684,synergistic interaction,C0021364
C0153633,synergistic interaction,C0021364
C0007115,synergistic interaction,C0021364
C0023418,synergistic interaction,C0021364
C0023798,synergistic interaction,C0021364
C0346156,synergistic interaction,C0021364
C0154038,synergistic interaction,C0021364
C0154073,synergistic interaction,C0021364
C0040156,synergistic interaction,C0021364
C0010308,synergistic interaction,C0021364
C0040147,synergistic interaction,C0021364
C0154199,synergistic interaction,C0021364
C0042842,synergistic interaction,C0021364
C0042870,synergistic interaction,C0021364
C5886841,synergistic interaction,C0021364
C0021053,synergistic interaction,C0021364
C0005779,synergistic interaction,C0021364
C0023510,synergistic interaction,C0021364
C0036341,synergistic interaction,C0021364
C0001546,synergistic interaction,C0021364
C3714756,synergistic interaction,C0021364
C0085437,synergistic interaction,C0021364
C0729584,synergistic interaction,C0021364
C0154681,synergistic interaction,C0021364
C0014544,synergistic interaction,C0021364
C0149931,synergistic interaction,C0021364
C0015464,synergistic interaction,C0021364
C0751941,synergistic interaction,C0021364
C0154747,synergistic interaction,C0021364
C0017601,synergistic interaction,C0021364
C0456909,synergistic interaction,C0021364
C0022568,synergistic interaction,C0021364
C0022904,synergistic interaction,C0021364
C0155388,synergistic interaction,C0021364
C0035436,synergistic interaction,C0021364
C0155561,synergistic interaction,C0021364
C0026265,synergistic interaction,C0021364
C0085580,synergistic interaction,C0021364
C0152105,synergistic interaction,C0021364
C0155671,synergistic interaction,C0021364
C0155686,synergistic interaction,C0021364
C0018801,synergistic interaction,C0021364
C0007787,synergistic interaction,C0021364
C0004153,synergistic interaction,C0021364
C0149649,synergistic interaction,C0021364
C0020649,synergistic interaction,C0021364
C0037199,synergistic interaction,C0021364
C2607914,synergistic interaction,C0021364
C0032310,synergistic interaction,C0021364
C0032285,synergistic interaction,C0021364
C0006277,synergistic interaction,C0021364
C0008677,synergistic interaction,C0021364
C0034067,synergistic interaction,C0021364
C0002390,synergistic interaction,C0021364
C0003165,synergistic interaction,C0021364
C0003949,synergistic interaction,C0021364
C0037118,synergistic interaction,C0021364
C0175999,synergistic interaction,C0021364
C0035204,synergistic interaction,C0021364
C0038358,synergistic interaction,C0021364
C0030920,synergistic interaction,C0021364
C0267532,synergistic interaction,C0021364
C0021831,synergistic interaction,C0021364
C0021831,synergistic interaction,C0021364
C0019158,synergistic interaction,C0021364
C0021831,synergistic interaction,C0021364
C0027726,synergistic interaction,C0021364
C0035078,synergistic interaction,C0021364
C0021313,synergistic interaction,C0021364
C0020295,synergistic interaction,C0021364
C0156264,synergistic interaction,C0021364
C0033581,synergistic interaction,C0021364
C0020217,synergistic interaction,C0021364
C0032987,synergistic interaction,C0021364
C0020224,synergistic interaction,C0021364
C0024205,synergistic interaction,C0021364
C0014747,synergistic interaction,C0021364
C0011615,synergistic interaction,C0021364
C0033860,synergistic interaction,C0021364
C0023643,synergistic interaction,C0021364
C0027339,synergistic interaction,C0021364
C0042109,synergistic interaction,C0021364
C0152087,synergistic interaction,C0021364
C0016202,synergistic interaction,C0021364
C0080178,synergistic interaction,C0021364
C0497552,synergistic interaction,C0021364
C0014761,synergistic interaction,C0021364
C0010314,synergistic interaction,C0041333
C0013371,synergistic interaction,C0041333
C0035934,synergistic interaction,C0041333
C0795864,synergistic interaction,C0041333
C5680507,synergistic interaction,C0041333
C0006309,synergistic interaction,C0041333
C0035920,synergistic interaction,C0041333
C1868512,synergistic interaction,C0041333
C0026780,synergistic interaction,C0041333
C0029291,synergistic interaction,C0041333
C4749920,synergistic interaction,C0041333
