# Entity	CUI_Code	Source
building strong bones	C1438758_enty	NOT_FOUND
calcifediol	C2685947_enty	NOT_FOUND
calcium	C2832919_elmt	NOT_FOUND
camptodactyly	C9159412_enty	NOT_FOUND
cancer	C7855653_dsyn	NOT_FOUND
cancer treatment	C0998310_dsyn	NOT_FOUND
captopril	C7783444_enty	NOT_FOUND
carbonic anhydrase inhibitors	C8305138_enzy	NOT_FOUND
carcinoid syndrome	C1796723_dsyn	NOT_FOUND
cardiac defects	C2593180_enty	NOT_FOUND
cardiac tumor	C4149423_enty	NOT_FOUND
cardiomyopathy	C1153100_enty	NOT_FOUND
cardiothoracic surgery	C4573637_enty	NOT_FOUND
cardiovascular	C3202416_enty	NOT_FOUND
cardiovascular abnormalities	C9150620_enty	NOT_FOUND
cardiovascular disease	C1540813_enzy	NOT_FOUND
cardiovascular diseases	C3073838_enzy	NOT_FOUND
cardiovascular manifestations	C9948534_elmt	NOT_FOUND
cardiovascular risk factors	C0662802_aapp	NOT_FOUND
cardiovascular specialists	C3132682_enty	NOT_FOUND
careful monitoring	C7287083_enty	NOT_FOUND
careful monitoring for complications	C7799706_elmt	NOT_FOUND
carefully monitored	C9017249_enty	NOT_FOUND
cat eye syndrome	C4812205_dsyn	NOT_FOUND
cataract	C0426841_enty	NOT_FOUND
cataracts	C9975746_enty	NOT_FOUND
causes of neurodevelopmental disorder with ataxia  hypotonia  and microcephaly	C7304024_dsyn	NOT_FOUND
ceftriaxone	C6161797_enty	NOT_FOUND
cells of the pancreas	C6743367_cell	NOT_FOUND
cellulitis	C5689365_cell	NOT_FOUND
central nervous system	C8408868_enty	NOT_FOUND
central nervous system abnormalities	C7489087_enty	NOT_FOUND
central nervous system agents	C3898831_enty	NOT_FOUND
central nervous system depressants	C8831007_enty	NOT_FOUND
central nervous system depressants category	C0849435_enty	NOT_FOUND
central nervous system involvement	C4478457_enty	NOT_FOUND
cephacetrile	C9141767_enty	NOT_FOUND
cephalexin	C6698216_enty	NOT_FOUND
cerebellar ataxia	C1769490_enty	NOT_FOUND
cerebellar ataxia areflexia pes cavus optic atrophy sensorineural hearing loss syndrome	C3307745_dsyn	NOT_FOUND
cerebellar atrophy	C8854052_enty	NOT_FOUND
challenging management strategies	C5211377_enty	NOT_FOUND
characteristic clinical features	C7094785_enty	NOT_FOUND
characteristic facial dysmorphisms	C9709454_enty	NOT_FOUND
characteristic fundoscopic findings	C9464448_enty	NOT_FOUND
characterized by early onset cerebellar ataxia	C3199567_enty	NOT_FOUND
charcot marie tooth disease	C7233147_enzy	NOT_FOUND
ched ii	C3979855_enty	NOT_FOUND
chenodiol	C3885589_enty	NOT_FOUND
chest	C1582570_enty	NOT_FOUND
chest pain	C1550720_enty	NOT_FOUND
childhood	C0318102_enty	NOT_FOUND
childhood onset stress induced neurodegeneration	C6004447_elmt	NOT_FOUND
childhood or adolescence	C1932996_enty	NOT_FOUND
children	C0376396_enty	NOT_FOUND
chlorphenesin	C3154699_enty	NOT_FOUND
chlorpropamide	C4282229_enty	NOT_FOUND
choanal atresia	C8697166_enty	NOT_FOUND
cholestatic jaundice	C1952869_enty	NOT_FOUND
choline salicylate	C2213055_enty	NOT_FOUND
chromium	C5753359_enty	NOT_FOUND
chromosomal abnormalities	C9107318_enty	NOT_FOUND
chromosome 13q14	C2826951_enty	NOT_FOUND
chromosome 14q13 q21	C5832893_enty	NOT_FOUND
chromosome 15q24 deletion syndrome	C1271493_elmt	NOT_FOUND
chromosome 1q21 1 duplication syndrome	C4656864_elmt	NOT_FOUND
chromosome 5q deletion syndrome	C2886485_elmt	NOT_FOUND
chromosome 6q21	C2731625_enty	NOT_FOUND
chromosome 6q24	C7176629_enty	NOT_FOUND
chronic cardiac decompensation	C1454281_elmt	NOT_FOUND
chronic central nervous system degeneration	C7479459_elmt	NOT_FOUND
chronic infections	C8649034_elmt	NOT_FOUND
chronic metabolic acidosis	C2075710_orch	NOT_FOUND
chronic non specific manifestations	C5699164_elmt	NOT_FOUND
chronic pancreatitis	C6696641_enty	NOT_FOUND
chronic viral hepatitis	C3134755_enty	NOT_FOUND
circadian rhythm sleep disorders	C9125014_dsyn	NOT_FOUND
cirrhosis	C8188640_enty	NOT_FOUND
class of p glycoprotein substrates	C2373192_aapp	NOT_FOUND
classical chronic myeloid leukemia  cml	C8150703_enty	NOT_FOUND
cleft lip or palate	C0617881_enty	NOT_FOUND
cleft lip with or without cleft palate	C5136478_enty	NOT_FOUND
cleft palate	C2377410_enty	NOT_FOUND
clinical evaluation	C0552103_elmt	NOT_FOUND
clinical features	C2817422_enty	NOT_FOUND
clinical presentation	C0341634_elmt	NOT_FOUND
clinical presentation and laboratory findings	C3584242_elmt	NOT_FOUND
clinical settings	C3088182_enty	NOT_FOUND
clinical use	C0354090_enty	NOT_FOUND
close medical supervision	C5048316_elmt	NOT_FOUND
close monitoring	C0905528_enty	NOT_FOUND
close monitoring for infections	C7902879_elmt	NOT_FOUND
cns lesions	C0260682_elmt	NOT_FOUND
cocaine	C3265034_enty	NOT_FOUND
cognitive consequences	C7389248_enty	NOT_FOUND
cognitive development	C0375035_enty	NOT_FOUND
cognitive impairment	C1868118_enty	NOT_FOUND
cognitive impairments	C0249425_enty	NOT_FOUND
cognitive performance	C4986664_enty	NOT_FOUND
colitis	C4551012_enty	NOT_FOUND
combined immunodeficiency	C4622025_dsyn	NOT_FOUND
comedone like lesions	C1524748_elmt	NOT_FOUND
comorbidities	C7195541_enty	NOT_FOUND
comp gene	C3120801_enty	NOT_FOUND
complete gonadal dysgenesis	C2065691_enty	NOT_FOUND
complications	C9469205_elmt	NOT_FOUND
complications from chronic inflammation	C2113650_elmt	NOT_FOUND
complications of endometriosis	C6482836_elmt	NOT_FOUND
complications of the disorder	C4489623_elmt	NOT_FOUND
comprehensive care by a multidisciplinary team	C5707727_enty	NOT_FOUND
comprehensive diagnosis	C8121897_enty	NOT_FOUND
condition	C6656140_elmt	NOT_FOUND
conductive hearing loss	C8884219_enty	NOT_FOUND
confirming the diagnosis	C8802374_enty	NOT_FOUND
confusion	C6758557_elmt	NOT_FOUND
congenital	C2183536_enty	NOT_FOUND
congenital anomalies	C0166970_enty	NOT_FOUND
congenital bilateral aplasia of vas deferens	C8276867_enty	NOT_FOUND
congenital cardiovascular abnormalities	C0916086_enty	NOT_FOUND
congenital cataract	C2912245_enty	NOT_FOUND
congenital cataract progressive muscular hypotonia hearing loss developmental delay syndrome	C4766636_dsyn	NOT_FOUND
congenital cataracts syndrome	C9479453_dsyn	NOT_FOUND
congenital cerebellar ataxia	C0880440_enty	NOT_FOUND
congenital disorder	C0271138_dsyn	NOT_FOUND
congenital heart defect	C2845654_enty	NOT_FOUND
congenital heart defects	C8952441_enty	NOT_FOUND
congenital heart disease	C2682800_enzy	NOT_FOUND
congenital lactic acidosis	C7084430_orch	NOT_FOUND
congenital multicore myopathy with external ophthalmoplegia	C0164569_enty	NOT_FOUND
congenital muscle hypotonia	C0310252_bpoc	NOT_FOUND
congenital myopathy	C2875213_enty	NOT_FOUND
consideration of hematopoietic stem cell transplantation	C3468146_elmt	NOT_FOUND
continued research and investigation	C5607038_elmt	NOT_FOUND
controlling cell division in neoplastic diseases	C8389257_enzy	NOT_FOUND
controlling infections	C9868694_elmt	NOT_FOUND
copper  ii  oxide	C8360680_elmt	NOT_FOUND
copper absorption inhibitor	C7362798_elmt	NOT_FOUND
correct genital anomalies	C9655608_enty	NOT_FOUND
correct the defect	C2249028_enty	NOT_FOUND
corticosteroid	C3750144_enty	NOT_FOUND
corticosteroids	C9951616_enty	NOT_FOUND
cortisol deficiency	C8077250_dsyn	NOT_FOUND
cosmesis	C2407351_enty	NOT_FOUND
coughing	C7506258_enty	NOT_FOUND
covid 19	C9746629_enty	NOT_FOUND
cranial nerves	C6517592_enty	NOT_FOUND
craniectomy	C1439486_enty	NOT_FOUND
craniofacial dysmorphism	C6911282_enty	NOT_FOUND
craniosynostosis	C0200372_enty	NOT_FOUND
crowded teeth	C2226478_enty	NOT_FOUND
curry jones syndrome	C0888485_dsyn	NOT_FOUND
cyp2c9 inhibitor	C3970565_enty	NOT_FOUND
cystic fibrosis gastritis megaloblastic anemia syndrome	C5411741_dsyn	NOT_FOUND
cystic fibrosis transmembrane conductance regulator	C7771318_bpoc	NOT_FOUND
cystinosis	C9377535_enty	NOT_FOUND
cytochrome	C4957908_enty	NOT_FOUND
cytochrome p 450	C3883458_enty	NOT_FOUND
cytochrome p 450 c	C7379000_enty	NOT_FOUND
cytochrome p 450 cyp	C4837169_enty	NOT_FOUND
cytochrome p 450 cyp1a2	C1549184_enty	NOT_FOUND
cytochrome p 450 cyp1a2 inducers	C4202875_enty	NOT_FOUND
cytochrome p 450 cyp1a2 inhibitor	C6117206_enty	NOT_FOUND
cytochrome p 450 cyp1a2 inhibitors	C9044433_enty	NOT_FOUND
cytochrome p 450 cyp1a2 substrate	C1117447_enty	NOT_FOUND
cytochrome p 450 cyp1a2 substrates	C9434514_enty	NOT_FOUND
cytochrome p 450 cyp2	C3535386_enty	NOT_FOUND
cytochrome p 450 cyp2a6	C2635566_enty	NOT_FOUND
cytochrome p 450 cyp2a6 inducers	C1975310_enty	NOT_FOUND
cytochrome p 450 cyp2a6 inhibitors	C2764901_enty	NOT_FOUND
cytochrome p 450 cyp2a6 substrates	C6681436_enty	NOT_FOUND
cytochrome p 450 cyp2b6	C2986252_enty	NOT_FOUND
cytochrome p 450 cyp2b6 inducers	C3029995_enty	NOT_FOUND
cytochrome p 450 cyp2b6 inducers drug category	C4476814_enty	NOT_FOUND
cytochrome p 450 cyp2b6 inhibitors	C4633433_enty	NOT_FOUND
cytochrome p 450 cyp2b6 inhibitors drug category	C2586339_enty	NOT_FOUND
cytochrome p 450 cyp2b6 substrates	C1703180_enty	NOT_FOUND
cytochrome p 450 cyp2c19	C7923269_enty	NOT_FOUND
cytochrome p 450 cyp2c19 inducers	C2972219_enty	NOT_FOUND
cytochrome p 450 cyp2c19 inhibitors	C3377531_enty	NOT_FOUND
cytochrome p 450 cyp2c19 inhibitors  weak	C2627539_enty	NOT_FOUND
cytochrome p 450 cyp2c19 substrate	C0178420_enty	NOT_FOUND
cytochrome p 450 cyp2c19 substrates	C2348740_enty	NOT_FOUND
cytochrome p 450 cyp2c8	C3939301_enty	NOT_FOUND
cytochrome p 450 cyp2c8 inhibitors	C7202169_enty	NOT_FOUND
cytochrome p 450 cyp2c8 substrate	C1663973_enty	NOT_FOUND
cytochrome p 450 cyp2c8 substrates	C7464872_enty	NOT_FOUND
cytochrome p 450 cyp2c9	C3662558_enty	NOT_FOUND
cytochrome p 450 cyp2c9 inhibitor	C6737783_enty	NOT_FOUND
cytochrome p 450 cyp2c9 inhibitors	C0453825_enty	NOT_FOUND
cytochrome p 450 cyp2c9 substrates	C7930546_enty	NOT_FOUND
cytochrome p 450 cyp2c9 substrates class	C4891070_enty	NOT_FOUND
cytochrome p 450 cyp2d6	C5122082_enty	NOT_FOUND
cytochrome p 450 cyp2d6 inhibitors	C2449147_enty	NOT_FOUND
cytochrome p 450 cyp2d6 substrates	C0225636_enty	NOT_FOUND
cytochrome p 450 cyp2e	C9838302_enty	NOT_FOUND
cytochrome p 450 cyp2e1	C2892712_enty	NOT_FOUND
cytochrome p 450 cyp2e1 inducers	C5864962_enty	NOT_FOUND
cytochrome p 450 cyp2e1 inhibitors	C5901707_enty	NOT_FOUND
cytochrome p 450 cyp2e1 substrates	C2547954_enty	NOT_FOUND
cytochrome p 450 cyp3a	C1942240_enty	NOT_FOUND
cytochrome p 450 cyp3a enzymes	C3441576_aapp	NOT_FOUND
cytochrome p 450 cyp3a inducers	C3906665_enty	NOT_FOUND
cytochrome p 450 cyp3a inhibitor	C5017295_enty	NOT_FOUND
cytochrome p 450 cyp3a inhibitors	C3264483_enty	NOT_FOUND
cytochrome p 450 cyp3a substrate	C4399557_enty	NOT_FOUND
cytochrome p 450 cyp3a substrates	C0701898_enty	NOT_FOUND
cytochrome p 450 cyp3a4	C8613746_enty	NOT_FOUND
cytochrome p 450 cyp3a4 inducers	C4159705_enty	NOT_FOUND
cytochrome p 450 cyp3a4 inhibitor	C2314032_enty	NOT_FOUND
cytochrome p 450 cyp3a4 inhibitors	C8442311_enty	NOT_FOUND
cytochrome p 450 cyp3a4 substrate	C7213451_enty	NOT_FOUND
cytochrome p 450 cyp3a4 substrates	C6629231_enty	NOT_FOUND
cytochrome p 450 cyp3a5 substrates	C8541494_enty	NOT_FOUND
cytochrome p 450 cyp3a7 substrates	C3696015_enty	NOT_FOUND
cytochrome p 450 enzyme	C0468207_aapp	NOT_FOUND
cytochrome p 450 enzyme inhibitors	C3299678_aapp	NOT_FOUND
cytochrome p 450 enzyme system	C2022350_aapp	NOT_FOUND
cytochrome p 450 enzymes	C4878520_aapp	NOT_FOUND
cytochrome p 450 enzymes  cyp2b6	C5975787_aapp	NOT_FOUND
cytochrome p 450 enzymes  cyp2c8	C8609954_aapp	NOT_FOUND
cytochrome p 450 s	C2302333_enty	NOT_FOUND
cytochrome p 450 substrates	C3514016_enty	NOT_FOUND
cytochrome p 450 substrates class	C0441363_enty	NOT_FOUND
cytochrome p450 3a4 enzyme pathway	C1662078_aapp	NOT_FOUND
cytochromes	C7128125_enty	NOT_FOUND
deafness	C1752640_enty	NOT_FOUND
decreased motor function	C1876882_enzy	NOT_FOUND
decreased oxygen delivery to the fetal brain	C5861611_enzy	NOT_FOUND
deep soft tissues of the thigh	C0930573_bpoc	NOT_FOUND
defect in the cystic fibrosis transmembrane conductance regulator gene	C8760674_bpoc	NOT_FOUND
defective epiphyseal growth	C3402948_enty	NOT_FOUND
defects in collagen	C5229092_enty	NOT_FOUND
deficiency of enzymes	C8680276_aapp	NOT_FOUND
deficiency of lysosomal acid lipase enzyme	C7229985_aapp	NOT_FOUND
degradation of platelet activating factor	C8690976_aapp	NOT_FOUND
dehydroepiandrosterone	C9751892_enty	NOT_FOUND
dehydroepiandrosterone sulfate	C8614315_enty	NOT_FOUND
delayed development	C7629801_enty	NOT_FOUND
delayed motor and cognitive development	C0320848_enty	NOT_FOUND
delayed onset of ataxia	C4962959_enty	NOT_FOUND
delayed physical milestones	C7464373_enty	NOT_FOUND
delivery by cesarean section	C0205815_elmt	NOT_FOUND
dementia	C5847522_enty	NOT_FOUND
dental interventions	C0544831_elmt	NOT_FOUND
dentinogenesis imperfecta	C9533134_enty	NOT_FOUND
depression	C2753951_elmt	NOT_FOUND
desmoplastic medulloblastoma	C2201616_enty	NOT_FOUND
development of female reproductive system	C1765594_enty	NOT_FOUND
developmental delay	C6866410_enty	NOT_FOUND
developmental delays	C2943999_enty	NOT_FOUND
dexamethasone acetate	C1244210_enty	NOT_FOUND
dha	C0717589_enty	NOT_FOUND
dhmsn	C9761322_enty	NOT_FOUND
dht	C4963867_enty	NOT_FOUND
diabetes	C4846237_dsyn	NOT_FOUND
diabetes mellitus	C3989528_dsyn	NOT_FOUND
diabetes mellitus outcomes	C0885930_dsyn	NOT_FOUND
diabetic ketoacidosis	C6284742_orch	NOT_FOUND
diagnosing the condition	C3640456_elmt	NOT_FOUND
diagnosing tumor s location and size	C3787502_elmt	NOT_FOUND
diagnosis	C8709892_enty	NOT_FOUND
diagnosis of ectodermal dysplasia	C5437363_enty	NOT_FOUND
diagnosis of methylmalonic aciduria	C4169964_orch	NOT_FOUND
diagnosis of microspherophakia	C2512715_enty	NOT_FOUND
diagnosis of scid	C0796674_enty	NOT_FOUND
diarrhea	C3063260_enty	NOT_FOUND
dicer1 related multinodular goiter	C0217765_enty	NOT_FOUND
dietary modifications	C0449413_elmt	NOT_FOUND
dietary restriction of galactose	C4180293_elmt	NOT_FOUND
dietary restrictions	C1702704_elmt	NOT_FOUND
dietary supplement	C5002217_enty	NOT_FOUND
dietary supplementation	C6514658_elmt	NOT_FOUND
diethylstilbestrol	C0182002_enty	NOT_FOUND
difficulties in communication	C7446107_elmt	NOT_FOUND
digital anomalies	C7814974_enty	NOT_FOUND
dilated blood vessels in the retina	C7528871_enty	NOT_FOUND
dilution  pigmentary	C9755493_elmt	NOT_FOUND
dish	C3476060_enty	NOT_FOUND
disorder	C4537493_dsyn	NOT_FOUND
distal myopathy	C4945536_enty	NOT_FOUND
distinct combination of neurologic  motor  and cognitive deficits	C7156105_elmt	NOT_FOUND
distinctive craniofacial features	C9777408_enty	NOT_FOUND
distinctive facial features	C1248949_enty	NOT_FOUND
distinctive skeletal abnormalities	C0872883_enty	NOT_FOUND
distortion or loss of vision	C6570814_elmt	NOT_FOUND
diuretics	C5006933_enty	NOT_FOUND
dock2 deficiency	C8336901_dsyn	NOT_FOUND
dopamine	C5560641_enty	NOT_FOUND
dopamine d4 receptor	C2922743_aapp	NOT_FOUND
dopamine receptor blockers	C8764214_aapp	NOT_FOUND
dopamine transporter	C7751973_aapp	NOT_FOUND
doripenem	C9831293_enty	NOT_FOUND
dorsal kyphosis	C5644449_enty	NOT_FOUND
doxercalciferol	C6631463_enty	NOT_FOUND
dramatic relief of disabling symptoms	C0169723_enty	NOT_FOUND
drug	C5974037_enty	NOT_FOUND
drugs	C6735934_enty	NOT_FOUND
drugs for treatment of tuberculosis	C2611906_enty	NOT_FOUND
dry cough	C5269681_enty	NOT_FOUND
during childhood and adolescence	C0061795_enty	NOT_FOUND
dwarfism	C1589035_enty	NOT_FOUND
dysautonomia	C2185755_enty	NOT_FOUND
dysmorphic facial features	C1853788_enty	NOT_FOUND
dysplasia	C1762830_enty	NOT_FOUND
dysplasia of the fourth toe	C3102489_enty	NOT_FOUND
dystonia	C1396547_enty	NOT_FOUND
ear deformities	C5105863_enty	NOT_FOUND
ear pits	C2508879_enty	NOT_FOUND
early childhood	C1658707_enty	NOT_FOUND
early coronary disease	C8563470_enzy	NOT_FOUND
early detection	C6392755_elmt	NOT_FOUND
early detection and intervention	C2648483_elmt	NOT_FOUND
early detection and management	C7583012_elmt	NOT_FOUND
early diagnosis	C7151273_enty	NOT_FOUND
early diagnosis and intervention	C4075386_elmt	NOT_FOUND
early diagnosis and management	C1975158_enty	NOT_FOUND
early diagnosis and treatment	C0884234_enty	NOT_FOUND
early infancy	C2261394_enty	NOT_FOUND
early intervention	C9106889_elmt	NOT_FOUND
early intervention and management	C3072934_elmt	NOT_FOUND
early intervention and treatment	C4802257_elmt	NOT_FOUND
early intervention therapies	C4773754_elmt	NOT_FOUND
early intervention therapies for developmental delays	C9757186_elmt	NOT_FOUND
early interventions	C8893281_elmt	NOT_FOUND
early onset	C8275498_enty	NOT_FOUND
early onset form	C8824320_enty	NOT_FOUND
early onset hypertension	C0652964_elmt	NOT_FOUND
early onset of cutaneous telangiectasias	C4642232_enty	NOT_FOUND
early onset progressive diffuse brain atrophy microcephaly muscle weakness optic atrophy syndrome	C2515039_bpoc	NOT_FOUND
east asia	C9522072_enty	NOT_FOUND
eating a low salt diet	C7408984_enty	NOT_FOUND
ectodermal dysplasia	C4990547_enty	NOT_FOUND
ectodermal syndrome	C2562038_dsyn	NOT_FOUND
efavirenz	C1993585_enty	NOT_FOUND
effective management	C8280740_enty	NOT_FOUND
effector molecules downstream of insulin receptor  ir	C5740380_aapp	NOT_FOUND
ehlers danlos syndrome	C9189996_dsyn	NOT_FOUND
eight	C8610881_enty	NOT_FOUND
eihi	C4761144_enty	NOT_FOUND
electrical myotonia	C5127348_enty	NOT_FOUND
electrocardiogram changes	C2918446_enty	NOT_FOUND
electronic wastes	C5548028_enty	NOT_FOUND
eletriptan	C8222205_enty	NOT_FOUND
elevated homocysteine levels	C2768306_enty	NOT_FOUND
elevated insulin levels	C6976498_enty	NOT_FOUND
elevated serum insulin to c peptide ratio	C9612455_enty	NOT_FOUND
elucidate underlying mechanisms	C5297542_enty	NOT_FOUND
elucidating underlying molecular mechanisms	C6743323_enty	NOT_FOUND
embryonal malignancies	C7634335_enty	NOT_FOUND
emtricitabine	C3079338_enty	NOT_FOUND
enalapril	C0607064_enty	NOT_FOUND
enalaprilat	C1661392_enty	NOT_FOUND
encephalomyopathy	C7103928_enty	NOT_FOUND
encephalopathy	C4815890_enty	NOT_FOUND
endocrine abnormalities	C2893097_enty	NOT_FOUND
endogenous estrogens	C8441119_enty	NOT_FOUND
endometrial hyperplasia	C8590481_enty	NOT_FOUND
endometrial hyperplasia in postmenopausal women	C2793087_enty	NOT_FOUND
endovascular stenting	C2588756_medd	NOT_FOUND
enoxaparin	C7953996_enty	NOT_FOUND
environmental factors	C9046468_aapp	NOT_FOUND
enzymes	C6360280_aapp	NOT_FOUND
eopeasdasm	C0620995_enty	NOT_FOUND
ephedrine	C6677633_enty	NOT_FOUND
epidural analgesia	C6448850_enty	NOT_FOUND
epilepsy	C5444691_enty	NOT_FOUND
essential nutrient	C6825390_enty	NOT_FOUND
essential vitamin	C6436481_enty	NOT_FOUND
estradiol	C0864963_enty	NOT_FOUND
estradiol s rapid cellular effects	C3012489_cell	NOT_FOUND
estrogen receptor	C9778760_aapp	NOT_FOUND
estrogen response elements  eres	C5280315_elmt	NOT_FOUND
estrogens	C1376908_enty	NOT_FOUND
estrogens  non steroidal	C1965001_enty	NOT_FOUND
estrone	C1970366_enty	NOT_FOUND
ethacrynic acid	C2003195_orch	NOT_FOUND
ethylmercury	C5761457_enty	NOT_FOUND
exceedingly rare	C2234156_enty	NOT_FOUND
exceptionally rare autosomal dominant developmental anomaly	C4197518_elmt	NOT_FOUND
excessive hair growth on their brows	C3205928_enty	NOT_FOUND
excessive magnesium and calcium renal wasting	C0542371_elmt	NOT_FOUND
exercise induced hyperinsulinism	C5390857_enty	NOT_FOUND
experimental drug	C9380743_enty	NOT_FOUND
expressive language deficit	C1154885_enty	NOT_FOUND
extra fingers on all four limbs	C5561573_enty	NOT_FOUND
extracellular glucose	C8880071_cell	NOT_FOUND
extremely low	C5807315_enty	NOT_FOUND
extremely rare genetic disorder	C4236316_dsyn	NOT_FOUND
facial dysmorphism	C7971164_enty	NOT_FOUND
facial features of oas	C8345050_enty	NOT_FOUND
facial obesity	C3938759_enty	NOT_FOUND
factor vii	C6553392_aapp	NOT_FOUND
factor viia replacement therapy	C4101061_aapp	NOT_FOUND
failure to thrive	C4994420_enty	NOT_FOUND
familial	C0833089_enty	NOT_FOUND
familial amyloid polyneuropathy	C8623093_enty	NOT_FOUND
familial hyperaldosteronism type i  fh i	C8390110_enty	NOT_FOUND
familial hyperlipoproteinemia	C6167389_aapp	NOT_FOUND
familial isolated congenital asplenia	C7386771_enty	NOT_FOUND
familial localized heat	C4880692_enty	NOT_FOUND
familial macrocytosis	C5220465_enty	NOT_FOUND
families of mediterranean descent	C7887106_enty	NOT_FOUND
family history	C8115365_enty	NOT_FOUND
family history of dental anomalies	C7694152_enty	NOT_FOUND
family members of affected individuals	C4373728_enty	NOT_FOUND
fasting hypoglycemia	C7875271_enty	NOT_FOUND
fatigue	C5916748_enty	NOT_FOUND
fatty acids	C9762933_orch	NOT_FOUND
fbn1	C5090744_enty	NOT_FOUND
fda	C9040059_enty	NOT_FOUND
fdfm	C2554106_enty	NOT_FOUND
feeding difficulties	C3643782_enty	NOT_FOUND
feeding difficulties in infancy	C5337459_enty	NOT_FOUND
female carriers	C8913180_enty	NOT_FOUND
females	C6924787_enty	NOT_FOUND
females as carriers	C7281365_enty	NOT_FOUND
females who are carriers	C2725032_enty	NOT_FOUND
fenofibrate	C6446174_enty	NOT_FOUND
fenofibric acid	C8780759_orch	NOT_FOUND
fenretinide	C7567847_enty	NOT_FOUND
fentanyl	C0026686_enty	NOT_FOUND
fetal akinesia syndrome	C8363185_dsyn	NOT_FOUND
fever	C3333792_enty	NOT_FOUND
fever management	C3643150_enty	NOT_FOUND
few families worldwide	C3157101_enty	NOT_FOUND
few per 100 000 individuals worldwide	C7567767_enty	NOT_FOUND
few reported cases	C3642415_enzy	NOT_FOUND
fewer than 1 in 1 million individuals	C8397555_elmt	NOT_FOUND
fewer than 1 in 100 000 individuals	C7399082_enty	NOT_FOUND
fewer than 1 in 100 000 individuals worldwide	C5085292_enty	NOT_FOUND
fewer than 1 in 100 000 people	C2403908_enty	NOT_FOUND
fewer than 1 million individuals	C1923701_elmt	NOT_FOUND
fewer than 1 per million individuals	C1675821_elmt	NOT_FOUND
fewer than 30 cases reported	C5033560_enzy	NOT_FOUND
fewer than one in a million individuals	C1904493_elmt	NOT_FOUND
fewer than one in one million individuals	C2181432_elmt	NOT_FOUND
fewer than one million individuals	C5092353_elmt	NOT_FOUND
fhhncoi	C3751350_enty	NOT_FOUND
finnish upper limb onset distal myopathy	C3069385_enty	NOT_FOUND
first line treatment	C0195689_enty	NOT_FOUND
first or second decade of life	C0199438_enty	NOT_FOUND
flat and broad nasal bridges	C4486411_enty	NOT_FOUND
flexural areas	C9495440_enty	NOT_FOUND
flufenamic acid	C1277159_orch	NOT_FOUND
fluoxymesterone	C7760287_enty	NOT_FOUND
flupenthixol	C0509228_enty	NOT_FOUND
flurbiprofen	C7596359_enty	NOT_FOUND
folic acid	C8546235_orch	NOT_FOUND
food	C3089854_enty	NOT_FOUND
food sweetener	C8005231_enty	NOT_FOUND
fospropofol	C2106921_enty	NOT_FOUND
four limb postaxial polydactyly	C8705202_enty	NOT_FOUND
four limbs	C3145178_enty	NOT_FOUND
fragile tissues	C1561913_bpoc	NOT_FOUND
frequent and persistent myoclonus symptoms	C2219479_medd	NOT_FOUND
frequent urination	C0622313_elmt	NOT_FOUND
fructose	C5429863_enty	NOT_FOUND
fundus autofluorescence	C8629098_enty	NOT_FOUND
furosemide	C8382255_enty	NOT_FOUND
further research	C8554142_enty	NOT_FOUND
further research and understanding	C1560952_enty	NOT_FOUND
g protein coupled estrogen receptor	C2499756_aapp	NOT_FOUND
gain of function mutations in tsc1	C4302023_elmt	NOT_FOUND
gamma glutamyl transpeptidase deficiency	C4231912_enzy	NOT_FOUND
gastric acid production	C1581622_elmt	NOT_FOUND
gastritis associated with helicobacter pylori	C3640818_enty	NOT_FOUND
gastritis associated with helicobacter pylori infection	C6740507_elmt	NOT_FOUND
gastroesophageal fistula	C5768560_enty	NOT_FOUND
gastrointestinal	C6511012_enty	NOT_FOUND
gastrointestinal obstruction	C6528129_elmt	NOT_FOUND
gbfhs	C9717059_enty	NOT_FOUND
gdcd	C8140717_enty	NOT_FOUND
gene mutations	C2318857_elmt	NOT_FOUND
generalized	C8196447_enty	NOT_FOUND
generalized basal epidermolysis bullosa simplex	C7320183_enty	NOT_FOUND
generalized seizures	C1607013_enty	NOT_FOUND
genetic	C0105544_enty	NOT_FOUND
genetic counseling	C8474682_enty	NOT_FOUND
genetic disorder	C7183021_dsyn	NOT_FOUND
genetic disorders	C4364880_dsyn	NOT_FOUND
genetic endocrine disorder	C4405916_dsyn	NOT_FOUND
genetic form of heart disease	C2910899_enzy	NOT_FOUND
genetic heterogeneity	C8936056_enty	NOT_FOUND
genetic mutation	C2155590_elmt	NOT_FOUND
genetic mutation affecting collagen type i	C7404587_elmt	NOT_FOUND
genetic mutations	C9321613_elmt	NOT_FOUND
genetic testing	C7578576_enty	NOT_FOUND
genetics	C2353808_enty	NOT_FOUND
genital abnormalities	C3781640_enty	NOT_FOUND
genitalia	C6188539_enty	NOT_FOUND
genitourinary malformations	C7445438_elmt	NOT_FOUND
gins1 deficiency	C9569718_dsyn	NOT_FOUND
glasdegib	C9132462_enty	NOT_FOUND
global developmental delay	C6975613_enty	NOT_FOUND
glucocorticoid	C5361233_enty	NOT_FOUND
glucocorticoids	C4857939_enty	NOT_FOUND
glucose	C2737926_enty	NOT_FOUND
glucose tolerance assessments	C8317547_enty	NOT_FOUND
glutamate release	C5426351_enzy	NOT_FOUND
glycine	C1307122_enty	NOT_FOUND
glycine gated chloride channel	C3537368_aapp	NOT_FOUND
