head,relation_new,tail,relation_raw
C0021099,DrugInteraction,C0155773,synergistic interaction
C0014747,DrugInteraction,C0155773,synergistic interaction
C0152087,DrugInteraction,C0155773,synergistic interaction
C0004364,DrugInteraction,C0155773,synergistic interaction
C0497552,DrugInteraction,C0155773,synergistic interaction
C0035934,DrugInteraction,C0175695,synergistic interaction
C5680507,DrugInteraction,C0175695,synergistic interaction
C0014733,DrugInteraction,C0175695,synergistic interaction
C0041471,DrugInteraction,C0175695,synergistic interaction
C4749920,DrugInteraction,C0175695,synergistic interaction
C2931317,DrugInteraction,C0175695,synergistic interaction
C0019655,DrugInteraction,C0175695,synergistic interaction
C0153465,DrugInteraction,C0175695,synergistic interaction
C0036220,DrugInteraction,C0175695,synergistic interaction
C0349557,DrugInteraction,C0175695,synergistic interaction
C0376358,DrugInteraction,C0175695,synergistic interaction
C0153594,DrugInteraction,C0175695,synergistic interaction
C0153633,DrugInteraction,C0175695,synergistic interaction
C0007115,DrugInteraction,C0175695,synergistic interaction
C0023418,DrugInteraction,C0175695,synergistic interaction
C0023798,DrugInteraction,C0175695,synergistic interaction
C0154073,DrugInteraction,C0175695,synergistic interaction
C0010308,DrugInteraction,C0175695,synergistic interaction
C0040147,DrugInteraction,C0175695,synergistic interaction
C0154199,DrugInteraction,C0175695,synergistic interaction
C0042842,DrugInteraction,C0175695,synergistic interaction
C0036474,DrugInteraction,C0175695,synergistic interaction
C5886841,DrugInteraction,C0175695,synergistic interaction
C0018099,DrugInteraction,C0175695,synergistic interaction
C0021053,DrugInteraction,C0175695,synergistic interaction
C0002881,DrugInteraction,C0175695,synergistic interaction
C0005779,DrugInteraction,C0175695,synergistic interaction
C0011581,DrugInteraction,C0175695,synergistic interaction
C3714756,DrugInteraction,C0175695,synergistic interaction
C0729584,DrugInteraction,C0175695,synergistic interaction
C0015464,DrugInteraction,C0175695,synergistic interaction
C0154747,DrugInteraction,C0175695,synergistic interaction
C0456909,DrugInteraction,C0175695,synergistic interaction
C0155388,DrugInteraction,C0175695,synergistic interaction
C0035436,DrugInteraction,C0175695,synergistic interaction
C0085580,DrugInteraction,C0175695,synergistic interaction
C0152105,DrugInteraction,C0175695,synergistic interaction
C0155671,DrugInteraction,C0175695,synergistic interaction
C0155686,DrugInteraction,C0175695,synergistic interaction
C0038525,DrugInteraction,C0175695,synergistic interaction
C0007787,DrugInteraction,C0175695,synergistic interaction
C0004153,DrugInteraction,C0175695,synergistic interaction
C0155773,DrugInteraction,C0175695,synergistic interaction
C0020649,DrugInteraction,C0175695,synergistic interaction
C0037199,DrugInteraction,C0175695,synergistic interaction
C0031350,DrugInteraction,C0175695,synergistic interaction
C2607914,DrugInteraction,C0175695,synergistic interaction
C0032310,DrugInteraction,C0175695,synergistic interaction
C0006277,DrugInteraction,C0175695,synergistic interaction
C0034067,DrugInteraction,C0175695,synergistic interaction
C0004096,DrugInteraction,C0175695,synergistic interaction
C0003165,DrugInteraction,C0175695,synergistic interaction
C0003949,DrugInteraction,C0175695,synergistic interaction
C0037118,DrugInteraction,C0175695,synergistic interaction
C0175999,DrugInteraction,C0175695,synergistic interaction
C0014852,DrugInteraction,C0175695,synergistic interaction
C0030920,DrugInteraction,C0175695,synergistic interaction
C0267532,DrugInteraction,C0175695,synergistic interaction
C0021831,DrugInteraction,C0175695,synergistic interaction
C0021831,DrugInteraction,C0175695,synergistic interaction
C0035078,DrugInteraction,C0175695,synergistic interaction
C0020295,DrugInteraction,C0175695,synergistic interaction
C0156264,DrugInteraction,C0175695,synergistic interaction
C0021364,DrugInteraction,C0175695,synergistic interaction
C1135868,DrugInteraction,C0175695,synergistic interaction
C0020217,DrugInteraction,C0175695,synergistic interaction
C0032987,DrugInteraction,C0175695,synergistic interaction
C0020224,DrugInteraction,C0175695,synergistic interaction
C0024205,DrugInteraction,C0175695,synergistic interaction
C0021099,DrugInteraction,C0175695,synergistic interaction
C0014747,DrugInteraction,C0175695,synergistic interaction
C0027339,DrugInteraction,C0175695,synergistic interaction
C0152087,DrugInteraction,C0175695,synergistic interaction
C0004364,DrugInteraction,C0175695,synergistic interaction
C0497552,DrugInteraction,C0175695,synergistic interaction
C0035934,DrugInteraction,C0014733,synergistic interaction
C5680507,DrugInteraction,C0014733,synergistic interaction
C0175695,DrugInteraction,C0014733,synergistic interaction
C0041471,DrugInteraction,C0014733,synergistic interaction
C4749920,DrugInteraction,C0014733,synergistic interaction
C2931317,DrugInteraction,C0014733,synergistic interaction
C0019655,DrugInteraction,C0014733,synergistic interaction
C0153465,DrugInteraction,C0014733,synergistic interaction
C0036220,DrugInteraction,C0014733,synergistic interaction
C0349557,DrugInteraction,C0014733,synergistic interaction
C0376358,DrugInteraction,C0014733,synergistic interaction
C0153594,DrugInteraction,C0014733,synergistic interaction
C0153633,DrugInteraction,C0014733,synergistic interaction
C0007115,DrugInteraction,C0014733,synergistic interaction
C0023418,DrugInteraction,C0014733,synergistic interaction
C0023798,DrugInteraction,C0014733,synergistic interaction
C0346156,DrugInteraction,C0014733,synergistic interaction
C0154038,DrugInteraction,C0014733,synergistic interaction
C0154073,DrugInteraction,C0014733,synergistic interaction
C0010308,DrugInteraction,C0014733,synergistic interaction
C0040147,DrugInteraction,C0014733,synergistic interaction
C0154199,DrugInteraction,C0014733,synergistic interaction
C0042842,DrugInteraction,C0014733,synergistic interaction
C0036474,DrugInteraction,C0014733,synergistic interaction
C5886841,DrugInteraction,C0014733,synergistic interaction
C0018099,DrugInteraction,C0014733,synergistic interaction
C0021053,DrugInteraction,C0014733,synergistic interaction
C0002881,DrugInteraction,C0014733,synergistic interaction
C0005779,DrugInteraction,C0014733,synergistic interaction
C0036341,DrugInteraction,C0014733,synergistic interaction
C0011581,DrugInteraction,C0014733,synergistic interaction
C3714756,DrugInteraction,C0014733,synergistic interaction
C0085437,DrugInteraction,C0014733,synergistic interaction
C0729584,DrugInteraction,C0014733,synergistic interaction
C0154681,DrugInteraction,C0014733,synergistic interaction
C0015464,DrugInteraction,C0014733,synergistic interaction
C0154747,DrugInteraction,C0014733,synergistic interaction
C0456909,DrugInteraction,C0014733,synergistic interaction
C0022568,DrugInteraction,C0014733,synergistic interaction
C0155388,DrugInteraction,C0014733,synergistic interaction
C0035436,DrugInteraction,C0014733,synergistic interaction
C0155561,DrugInteraction,C0014733,synergistic interaction
C0085580,DrugInteraction,C0014733,synergistic interaction
C0152105,DrugInteraction,C0014733,synergistic interaction
C0155671,DrugInteraction,C0014733,synergistic interaction
C0155686,DrugInteraction,C0014733,synergistic interaction
C0038525,DrugInteraction,C0014733,synergistic interaction
C0007787,DrugInteraction,C0014733,synergistic interaction
C0004153,DrugInteraction,C0014733,synergistic interaction
C0155773,DrugInteraction,C0014733,synergistic interaction
C0020649,DrugInteraction,C0014733,synergistic interaction
C0037199,DrugInteraction,C0014733,synergistic interaction
C0031350,DrugInteraction,C0014733,synergistic interaction
C2607914,DrugInteraction,C0014733,synergistic interaction
C0032310,DrugInteraction,C0014733,synergistic interaction
C0006277,DrugInteraction,C0014733,synergistic interaction
C0034067,DrugInteraction,C0014733,synergistic interaction
C0004096,DrugInteraction,C0014733,synergistic interaction
C0003165,DrugInteraction,C0014733,synergistic interaction
C0003949,DrugInteraction,C0014733,synergistic interaction
C0037118,DrugInteraction,C0014733,synergistic interaction
C0175999,DrugInteraction,C0014733,synergistic interaction
C0035204,DrugInteraction,C0014733,synergistic interaction
C0030920,DrugInteraction,C0014733,synergistic interaction
C0267532,DrugInteraction,C0014733,synergistic interaction
C0021831,DrugInteraction,C0014733,synergistic interaction
C0021831,DrugInteraction,C0014733,synergistic interaction
C0021831,DrugInteraction,C0014733,synergistic interaction
C0035078,DrugInteraction,C0014733,synergistic interaction
C0021313,DrugInteraction,C0014733,synergistic interaction
C0020295,DrugInteraction,C0014733,synergistic interaction
C0156264,DrugInteraction,C0014733,synergistic interaction
C0033581,DrugInteraction,C0014733,synergistic interaction
C0021364,DrugInteraction,C0014733,synergistic interaction
C0020217,DrugInteraction,C0014733,synergistic interaction
C0032987,DrugInteraction,C0014733,synergistic interaction
C0020224,DrugInteraction,C0014733,synergistic interaction
C0024205,DrugInteraction,C0014733,synergistic interaction
C0021099,DrugInteraction,C0014733,synergistic interaction
C0014747,DrugInteraction,C0014733,synergistic interaction
C0011615,DrugInteraction,C0014733,synergistic interaction
C0033860,DrugInteraction,C0014733,synergistic interaction
C0027339,DrugInteraction,C0014733,synergistic interaction
C0042109,DrugInteraction,C0014733,synergistic interaction
C0152087,DrugInteraction,C0014733,synergistic interaction
C0016202,DrugInteraction,C0014733,synergistic interaction
C0497552,DrugInteraction,C0014733,synergistic interaction
C0035934,DrugInteraction,C0019655,synergistic interaction
C0795864,DrugInteraction,C0019655,synergistic interaction
C0041327,DrugInteraction,C0019655,synergistic interaction
C5680507,DrugInteraction,C0019655,synergistic interaction
C0175695,DrugInteraction,C0019655,synergistic interaction
C0041321,DrugInteraction,C0019655,synergistic interaction
C0003175,DrugInteraction,C0019655,synergistic interaction
C0043167,DrugInteraction,C0019655,synergistic interaction
C0036285,DrugInteraction,C0019655,synergistic interaction
C0014733,DrugInteraction,C0019655,synergistic interaction
C0035920,DrugInteraction,C0019655,synergistic interaction
C3150858,DrugInteraction,C0019655,synergistic interaction
C0029291,DrugInteraction,C0019655,synergistic interaction
C4518821,DrugInteraction,C0019655,synergistic interaction
C0041471,DrugInteraction,C0019655,synergistic interaction
C4749920,DrugInteraction,C0019655,synergistic interaction
C0035021,DrugInteraction,C0019655,synergistic interaction
C2931317,DrugInteraction,C0019655,synergistic interaction
C0036220,DrugInteraction,C0019655,synergistic interaction
C0349557,DrugInteraction,C0019655,synergistic interaction
C0376358,DrugInteraction,C0019655,synergistic interaction
C0153594,DrugInteraction,C0019655,synergistic interaction
C0005684,DrugInteraction,C0019655,synergistic interaction
C0007115,DrugInteraction,C0019655,synergistic interaction
C0023418,DrugInteraction,C0019655,synergistic interaction
C0023798,DrugInteraction,C0019655,synergistic interaction
C0154073,DrugInteraction,C0019655,synergistic interaction
C0040156,DrugInteraction,C0019655,synergistic interaction
C0010308,DrugInteraction,C0019655,synergistic interaction
C0040147,DrugInteraction,C0019655,synergistic interaction
C0154199,DrugInteraction,C0019655,synergistic interaction
C0042842,DrugInteraction,C0019655,synergistic interaction
C0036474,DrugInteraction,C0019655,synergistic interaction
C5886841,DrugInteraction,C0019655,synergistic interaction
C0018099,DrugInteraction,C0019655,synergistic interaction
C0021053,DrugInteraction,C0019655,synergistic interaction
C0002881,DrugInteraction,C0019655,synergistic interaction
C0005779,DrugInteraction,C0019655,synergistic interaction
C0001546,DrugInteraction,C0019655,synergistic interaction
C0011581,DrugInteraction,C0019655,synergistic interaction
C3714756,DrugInteraction,C0019655,synergistic interaction
C0729584,DrugInteraction,C0019655,synergistic interaction
C0015464,DrugInteraction,C0019655,synergistic interaction
C0751941,DrugInteraction,C0019655,synergistic interaction
C0154747,DrugInteraction,C0019655,synergistic interaction
C0456909,DrugInteraction,C0019655,synergistic interaction
C0155388,DrugInteraction,C0019655,synergistic interaction
C0035436,DrugInteraction,C0019655,synergistic interaction
C0085580,DrugInteraction,C0019655,synergistic interaction
C0152105,DrugInteraction,C0019655,synergistic interaction
C0155671,DrugInteraction,C0019655,synergistic interaction
C0155686,DrugInteraction,C0019655,synergistic interaction
C0018801,DrugInteraction,C0019655,synergistic interaction
C0038525,DrugInteraction,C0019655,synergistic interaction
C0007787,DrugInteraction,C0019655,synergistic interaction
C0004153,DrugInteraction,C0019655,synergistic interaction
C0149649,DrugInteraction,C0019655,synergistic interaction
C0155773,DrugInteraction,C0019655,synergistic interaction
C0020649,DrugInteraction,C0019655,synergistic interaction
C0037199,DrugInteraction,C0019655,synergistic interaction
C2607914,DrugInteraction,C0019655,synergistic interaction
C0032310,DrugInteraction,C0019655,synergistic interaction
C0006277,DrugInteraction,C0019655,synergistic interaction
C0034067,DrugInteraction,C0019655,synergistic interaction
C0004096,DrugInteraction,C0019655,synergistic interaction
C0002390,DrugInteraction,C0019655,synergistic interaction
C0003165,DrugInteraction,C0019655,synergistic interaction
C0003949,DrugInteraction,C0019655,synergistic interaction
C0037118,DrugInteraction,C0019655,synergistic interaction
C0175999,DrugInteraction,C0019655,synergistic interaction
C0038358,DrugInteraction,C0019655,synergistic interaction
C0030920,DrugInteraction,C0019655,synergistic interaction
C0267532,DrugInteraction,C0019655,synergistic interaction
C0021831,DrugInteraction,C0019655,synergistic interaction
C0021831,DrugInteraction,C0019655,synergistic interaction
C0019158,DrugInteraction,C0019655,synergistic interaction
C0035078,DrugInteraction,C0019655,synergistic interaction
C0020295,DrugInteraction,C0019655,synergistic interaction
C0156264,DrugInteraction,C0019655,synergistic interaction
C0033581,DrugInteraction,C0019655,synergistic interaction
C0021364,DrugInteraction,C0019655,synergistic interaction
C0020217,DrugInteraction,C0019655,synergistic interaction
C0032987,DrugInteraction,C0019655,synergistic interaction
C0020224,DrugInteraction,C0019655,synergistic interaction
C0024205,DrugInteraction,C0019655,synergistic interaction
C0021099,DrugInteraction,C0019655,synergistic interaction
C0014747,DrugInteraction,C0019655,synergistic interaction
C0027339,DrugInteraction,C0019655,synergistic interaction
C0152087,DrugInteraction,C0019655,synergistic interaction
C0497552,DrugInteraction,C0019655,synergistic interaction
C0014761,DrugInteraction,C0019655,synergistic interaction
C0035934,DrugInteraction,C0153465,synergistic interaction
C5680507,DrugInteraction,C0153465,synergistic interaction
C0175695,DrugInteraction,C0153465,synergistic interaction
C0014733,DrugInteraction,C0153465,synergistic interaction
C0041471,DrugInteraction,C0153465,synergistic interaction
C4749920,DrugInteraction,C0153465,synergistic interaction
C2931317,DrugInteraction,C0153465,synergistic interaction
C0036220,DrugInteraction,C0153465,synergistic interaction
C0349557,DrugInteraction,C0153465,synergistic interaction
C0376358,DrugInteraction,C0153465,synergistic interaction
C0153594,DrugInteraction,C0153465,synergistic interaction
C0007115,DrugInteraction,C0153465,synergistic interaction
C0023470,DrugInteraction,C0153465,synergistic interaction
C0023418,DrugInteraction,C0153465,synergistic interaction
C0023798,DrugInteraction,C0153465,synergistic interaction
C0154073,DrugInteraction,C0153465,synergistic interaction
C0010308,DrugInteraction,C0153465,synergistic interaction
C0040147,DrugInteraction,C0153465,synergistic interaction
C0011849,DrugInteraction,C0153465,synergistic interaction
C4025822,DrugInteraction,C0153465,synergistic interaction
C0154199,DrugInteraction,C0153465,synergistic interaction
C4021794,DrugInteraction,C0153465,synergistic interaction
C0042842,DrugInteraction,C0153465,synergistic interaction
C0036474,DrugInteraction,C0153465,synergistic interaction
C5886841,DrugInteraction,C0153465,synergistic interaction
C0018099,DrugInteraction,C0153465,synergistic interaction
C0021053,DrugInteraction,C0153465,synergistic interaction
C0002881,DrugInteraction,C0153465,synergistic interaction
C0005779,DrugInteraction,C0153465,synergistic interaction
C0011581,DrugInteraction,C0153465,synergistic interaction
C3714756,DrugInteraction,C0153465,synergistic interaction
C0729584,DrugInteraction,C0153465,synergistic interaction
C0014544,DrugInteraction,C0153465,synergistic interaction
C0015464,DrugInteraction,C0153465,synergistic interaction
C0154747,DrugInteraction,C0153465,synergistic interaction
C0017601,DrugInteraction,C0153465,synergistic interaction
C0456909,DrugInteraction,C0153465,synergistic interaction
C0022904,DrugInteraction,C0153465,synergistic interaction
C0155388,DrugInteraction,C0153465,synergistic interaction
C0035436,DrugInteraction,C0153465,synergistic interaction
C0026265,DrugInteraction,C0153465,synergistic interaction
C0085580,DrugInteraction,C0153465,synergistic interaction
C0152105,DrugInteraction,C0153465,synergistic interaction
C0155671,DrugInteraction,C0153465,synergistic interaction
C0155686,DrugInteraction,C0153465,synergistic interaction
C0038525,DrugInteraction,C0153465,synergistic interaction
C0007787,DrugInteraction,C0153465,synergistic interaction
C0004153,DrugInteraction,C0153465,synergistic interaction
C0155765,DrugInteraction,C0153465,synergistic interaction
C0155773,DrugInteraction,C0153465,synergistic interaction
C0020649,DrugInteraction,C0153465,synergistic interaction
C0037199,DrugInteraction,C0153465,synergistic interaction
C2607914,DrugInteraction,C0153465,synergistic interaction
C0032310,DrugInteraction,C0153465,synergistic interaction
C0006277,DrugInteraction,C0153465,synergistic interaction
C0034067,DrugInteraction,C0153465,synergistic interaction
C0004096,DrugInteraction,C0153465,synergistic interaction
C0002390,DrugInteraction,C0153465,synergistic interaction
C0003165,DrugInteraction,C0153465,synergistic interaction
C0003949,DrugInteraction,C0153465,synergistic interaction
C0037118,DrugInteraction,C0153465,synergistic interaction
C0264439,DrugInteraction,C0153465,synergistic interaction
C0175999,DrugInteraction,C0153465,synergistic interaction
C0014852,DrugInteraction,C0153465,synergistic interaction
C0030920,DrugInteraction,C0153465,synergistic interaction
C0267532,DrugInteraction,C0153465,synergistic interaction
C0021831,DrugInteraction,C0153465,synergistic interaction
C0021831,DrugInteraction,C0153465,synergistic interaction
C0035078,DrugInteraction,C0153465,synergistic interaction
C0020295,DrugInteraction,C0153465,synergistic interaction
C0156264,DrugInteraction,C0153465,synergistic interaction
C0021364,DrugInteraction,C0153465,synergistic interaction
C0020217,DrugInteraction,C0153465,synergistic interaction
C0032987,DrugInteraction,C0153465,synergistic interaction
C0020224,DrugInteraction,C0153465,synergistic interaction
C0024205,DrugInteraction,C0153465,synergistic interaction
C0021099,DrugInteraction,C0153465,synergistic interaction
C0014747,DrugInteraction,C0153465,synergistic interaction
C0027339,DrugInteraction,C0153465,synergistic interaction
C0152087,DrugInteraction,C0153465,synergistic interaction
C0497552,DrugInteraction,C0153465,synergistic interaction
C0035934,DrugInteraction,C0021053,synergistic interaction
C5680507,DrugInteraction,C0021053,synergistic interaction
C0175695,DrugInteraction,C0021053,synergistic interaction
C0006309,DrugInteraction,C0021053,synergistic interaction
C0023343,DrugInteraction,C0021053,synergistic interaction
C0014733,DrugInteraction,C0021053,synergistic interaction
C2931019,DrugInteraction,C0021053,synergistic interaction
C0431693,DrugInteraction,C0021053,synergistic interaction
C1868512,DrugInteraction,C0021053,synergistic interaction
C2675891,DrugInteraction,C0021053,synergistic interaction
C0034494,DrugInteraction,C0021053,synergistic interaction
C0041471,DrugInteraction,C0021053,synergistic interaction
C4749920,DrugInteraction,C0021053,synergistic interaction
C2931317,DrugInteraction,C0021053,synergistic interaction
C0019655,DrugInteraction,C0021053,synergistic interaction
C0153465,DrugInteraction,C0021053,synergistic interaction
C0036220,DrugInteraction,C0021053,synergistic interaction
C0349557,DrugInteraction,C0021053,synergistic interaction
C0376358,DrugInteraction,C0021053,synergistic interaction
C0153594,DrugInteraction,C0021053,synergistic interaction
C0153633,DrugInteraction,C0021053,synergistic interaction
C0007115,DrugInteraction,C0021053,synergistic interaction
C0006826,DrugInteraction,C0021053,synergistic interaction
C0023418,DrugInteraction,C0021053,synergistic interaction
C0023798,DrugInteraction,C0021053,synergistic interaction
C0154073,DrugInteraction,C0021053,synergistic interaction
C0010308,DrugInteraction,C0021053,synergistic interaction
C0040147,DrugInteraction,C0021053,synergistic interaction
C4025822,DrugInteraction,C0021053,synergistic interaction
C0154199,DrugInteraction,C0021053,synergistic interaction
C4021794,DrugInteraction,C0021053,synergistic interaction
C0042842,DrugInteraction,C0021053,synergistic interaction
C0036474,DrugInteraction,C0021053,synergistic interaction
C5886841,DrugInteraction,C0021053,synergistic interaction
C0018099,DrugInteraction,C0021053,synergistic interaction
C0002881,DrugInteraction,C0021053,synergistic interaction
C0005779,DrugInteraction,C0021053,synergistic interaction
C1510472,DrugInteraction,C0021053,synergistic interaction
C0011581,DrugInteraction,C0021053,synergistic interaction
C3714756,DrugInteraction,C0021053,synergistic interaction
C0085437,DrugInteraction,C0021053,synergistic interaction
C0729584,DrugInteraction,C0021053,synergistic interaction
C0154681,DrugInteraction,C0021053,synergistic interaction
C0014544,DrugInteraction,C0021053,synergistic interaction
C0015464,DrugInteraction,C0021053,synergistic interaction
C0154747,DrugInteraction,C0021053,synergistic interaction
C0456909,DrugInteraction,C0021053,synergistic interaction
C0022904,DrugInteraction,C0021053,synergistic interaction
C0155388,DrugInteraction,C0021053,synergistic interaction
C0035436,DrugInteraction,C0021053,synergistic interaction
C0026265,DrugInteraction,C0021053,synergistic interaction
C0085580,DrugInteraction,C0021053,synergistic interaction
C0152105,DrugInteraction,C0021053,synergistic interaction
C0155671,DrugInteraction,C0021053,synergistic interaction
C0155686,DrugInteraction,C0021053,synergistic interaction
C0038525,DrugInteraction,C0021053,synergistic interaction
C0007787,DrugInteraction,C0021053,synergistic interaction
C0004153,DrugInteraction,C0021053,synergistic interaction
C0155773,DrugInteraction,C0021053,synergistic interaction
C0020649,DrugInteraction,C0021053,synergistic interaction
C0037199,DrugInteraction,C0021053,synergistic interaction
C0031350,DrugInteraction,C0021053,synergistic interaction
C2607914,DrugInteraction,C0021053,synergistic interaction
C0032310,DrugInteraction,C0021053,synergistic interaction
C0006277,DrugInteraction,C0021053,synergistic interaction
C0008677,DrugInteraction,C0021053,synergistic interaction
C0034067,DrugInteraction,C0021053,synergistic interaction
C0004096,DrugInteraction,C0021053,synergistic interaction
C0002390,DrugInteraction,C0021053,synergistic interaction
C0003165,DrugInteraction,C0021053,synergistic interaction
C0003949,DrugInteraction,C0021053,synergistic interaction
C0037118,DrugInteraction,C0021053,synergistic interaction
C0264439,DrugInteraction,C0021053,synergistic interaction
C0175999,DrugInteraction,C0021053,synergistic interaction
C0014852,DrugInteraction,C0021053,synergistic interaction
C0013295,DrugInteraction,C0021053,synergistic interaction
C0030920,DrugInteraction,C0021053,synergistic interaction
C0003615,DrugInteraction,C0021053,synergistic interaction
C0267532,DrugInteraction,C0021053,synergistic interaction
C0021831,DrugInteraction,C0021053,synergistic interaction
C0021831,DrugInteraction,C0021053,synergistic interaction
C0019158,DrugInteraction,C0021053,synergistic interaction
C0035078,DrugInteraction,C0021053,synergistic interaction
C0020295,DrugInteraction,C0021053,synergistic interaction
C0156264,DrugInteraction,C0021053,synergistic interaction
C0010692,DrugInteraction,C0021053,synergistic interaction
C0021364,DrugInteraction,C0021053,synergistic interaction
C0020217,DrugInteraction,C0021053,synergistic interaction
C0032987,DrugInteraction,C0021053,synergistic interaction
C0020224,DrugInteraction,C0021053,synergistic interaction
C0024205,DrugInteraction,C0021053,synergistic interaction
C0021099,DrugInteraction,C0021053,synergistic interaction
C0014747,DrugInteraction,C0021053,synergistic interaction
C0033860,DrugInteraction,C0021053,synergistic interaction
C0027339,DrugInteraction,C0021053,synergistic interaction
C0152087,DrugInteraction,C0021053,synergistic interaction
C0080178,DrugInteraction,C0021053,synergistic interaction
C0497552,DrugInteraction,C0021053,synergistic interaction
C0035934,DrugInteraction,C3714756,synergistic interaction
C5680507,DrugInteraction,C3714756,synergistic interaction
C0175695,DrugInteraction,C3714756,synergistic interaction
C0014733,DrugInteraction,C3714756,synergistic interaction
C0019693,DrugInteraction,C3714756,synergistic interaction
C0041471,DrugInteraction,C3714756,synergistic interaction
C4749920,DrugInteraction,C3714756,synergistic interaction
C2931317,DrugInteraction,C3714756,synergistic interaction
C0019655,DrugInteraction,C3714756,synergistic interaction
C0153465,DrugInteraction,C3714756,synergistic interaction
C0036220,DrugInteraction,C3714756,synergistic interaction
C0349557,DrugInteraction,C3714756,synergistic interaction
C0699889,DrugInteraction,C3714756,synergistic interaction
C0376358,DrugInteraction,C3714756,synergistic interaction
C0153594,DrugInteraction,C3714756,synergistic interaction
C0007115,DrugInteraction,C3714756,synergistic interaction
C0023418,DrugInteraction,C3714756,synergistic interaction
C0023798,DrugInteraction,C3714756,synergistic interaction
C0042133,DrugInteraction,C3714756,synergistic interaction
C0154073,DrugInteraction,C3714756,synergistic interaction
C0010308,DrugInteraction,C3714756,synergistic interaction
C0040147,DrugInteraction,C3714756,synergistic interaction
C0154199,DrugInteraction,C3714756,synergistic interaction
C4021794,DrugInteraction,C3714756,synergistic interaction
C0042842,DrugInteraction,C3714756,synergistic interaction
C0036474,DrugInteraction,C3714756,synergistic interaction
C5886841,DrugInteraction,C3714756,synergistic interaction
C0018099,DrugInteraction,C3714756,synergistic interaction
C0021053,DrugInteraction,C3714756,synergistic interaction
C0002881,DrugInteraction,C3714756,synergistic interaction
C0005779,DrugInteraction,C3714756,synergistic interaction
C1510472,DrugInteraction,C3714756,synergistic interaction
C0011581,DrugInteraction,C3714756,synergistic interaction
C0729584,DrugInteraction,C3714756,synergistic interaction
C0014544,DrugInteraction,C3714756,synergistic interaction
C0015464,DrugInteraction,C3714756,synergistic interaction
C0154747,DrugInteraction,C3714756,synergistic interaction
C0017601,DrugInteraction,C3714756,synergistic interaction
C0456909,DrugInteraction,C3714756,synergistic interaction
C0155388,DrugInteraction,C3714756,synergistic interaction
C0035436,DrugInteraction,C3714756,synergistic interaction
C0085580,DrugInteraction,C3714756,synergistic interaction
C0152105,DrugInteraction,C3714756,synergistic interaction
C0155671,DrugInteraction,C3714756,synergistic interaction
C0155686,DrugInteraction,C3714756,synergistic interaction
C0038525,DrugInteraction,C3714756,synergistic interaction
C0007787,DrugInteraction,C3714756,synergistic interaction
C0004153,DrugInteraction,C3714756,synergistic interaction
C0155765,DrugInteraction,C3714756,synergistic interaction
C0155773,DrugInteraction,C3714756,synergistic interaction
C0235522,DrugInteraction,C3714756,synergistic interaction
C0020649,DrugInteraction,C3714756,synergistic interaction
C0037199,DrugInteraction,C3714756,synergistic interaction
C2607914,DrugInteraction,C3714756,synergistic interaction
C0032310,DrugInteraction,C3714756,synergistic interaction
C0032285,DrugInteraction,C3714756,synergistic interaction
C0021400,DrugInteraction,C3714756,synergistic interaction
C0006277,DrugInteraction,C3714756,synergistic interaction
C0034067,DrugInteraction,C3714756,synergistic interaction
C0004096,DrugInteraction,C3714756,synergistic interaction
C0002390,DrugInteraction,C3714756,synergistic interaction
C0003165,DrugInteraction,C3714756,synergistic interaction
C0003949,DrugInteraction,C3714756,synergistic interaction
C0037118,DrugInteraction,C3714756,synergistic interaction
C0175999,DrugInteraction,C3714756,synergistic interaction
C0030920,DrugInteraction,C3714756,synergistic interaction
C0267532,DrugInteraction,C3714756,synergistic interaction
C0021831,DrugInteraction,C3714756,synergistic interaction
C0021831,DrugInteraction,C3714756,synergistic interaction
C0035078,DrugInteraction,C3714756,synergistic interaction
C0020295,DrugInteraction,C3714756,synergistic interaction
C0156264,DrugInteraction,C3714756,synergistic interaction
C0010692,DrugInteraction,C3714756,synergistic interaction
C0021364,DrugInteraction,C3714756,synergistic interaction
C0020217,DrugInteraction,C3714756,synergistic interaction
C0032987,DrugInteraction,C3714756,synergistic interaction
C0020224,DrugInteraction,C3714756,synergistic interaction
C0024205,DrugInteraction,C3714756,synergistic interaction
C0021099,DrugInteraction,C3714756,synergistic interaction
C0014747,DrugInteraction,C3714756,synergistic interaction
C0027339,DrugInteraction,C3714756,synergistic interaction
C0152087,DrugInteraction,C3714756,synergistic interaction
C0497552,DrugInteraction,C3714756,synergistic interaction
C0035934,DrugInteraction,C0154747,synergistic interaction
C5680507,DrugInteraction,C0154747,synergistic interaction
C0175695,DrugInteraction,C0154747,synergistic interaction
C0014733,DrugInteraction,C0154747,synergistic interaction
C0041471,DrugInteraction,C0154747,synergistic interaction
C4749920,DrugInteraction,C0154747,synergistic interaction
C2931317,DrugInteraction,C0154747,synergistic interaction
C0019655,DrugInteraction,C0154747,synergistic interaction
C0153465,DrugInteraction,C0154747,synergistic interaction
C0036220,DrugInteraction,C0154747,synergistic interaction
C0349557,DrugInteraction,C0154747,synergistic interaction
C0376358,DrugInteraction,C0154747,synergistic interaction
C0153594,DrugInteraction,C0154747,synergistic interaction
C0007115,DrugInteraction,C0154747,synergistic interaction
C0023418,DrugInteraction,C0154747,synergistic interaction
C0023798,DrugInteraction,C0154747,synergistic interaction
C0154073,DrugInteraction,C0154747,synergistic interaction
